"","A_1","A_2","CO_1","CO_2","CO_3","H2_1","H2_2","H2_3","S_1","S_2","S_3"
"BFJEKD_11530",459,970,1104,910,1276,1686,1563,892,1257,1550,703
"BFJEKD_11535",3807,6636,6444,5333,5915,12669,10997,7568,6973,5825,5133
"BFJEKD_11540",1036,2077,2570,1791,3074,4488,3485,3026,2260,3121,1828
"BFJEKD_11545",206,378,321,288,288,363,270,239,299,601,244
"BFJEKD_11550",293,816,1042,672,820,466,440,502,238,1041,612
"BFJEKD_11555",208,436,259,169,210,193,147,141,142,248,219
"BFJEKD_11560",1311,10742,3941,1684,1909,16867,16850,7203,3425,2207,1964
"BFJEKD_11565",128677,32002,30177,81103,20546,8476,16485,27457,56432,25717,47721
"BFJEKD_11570",15187,4450,6066,12772,3888,2860,4423,8083,5286,4620,15927
"BFJEKD_11575",3684,2568,1440,1911,1284,1972,1779,4335,861,1614,4972
"BFJEKD_11580",399,889,393,439,360,418,405,932,271,583,853
"BFJEKD_11585",539,265,422,462,317,323,549,753,791,404,285
"BFJEKD_11590",150,341,232,273,209,159,266,299,265,216,163
"BFJEKD_11595",732,977,2620,2726,2336,917,1512,1377,1365,883,762
"BFJEKD_11600",4506,1800,10168,7982,8542,2811,4861,6593,3015,3629,4089
"BFJEKD_11605",847,641,4823,2802,4166,1265,1669,1974,906,1609,1877
"BFJEKD_11610",786,522,2929,1466,2485,910,983,1828,440,1174,1603
"BFJEKD_11615",215,234,1446,532,1156,336,351,974,129,627,847
"BFJEKD_11620",140,182,893,218,621,217,191,575,92,254,397
"BFJEKD_11625",5539,7261,10742,9463,8703,13441,15516,14439,16456,9272,9951
"BFJEKD_11630",697,1673,1743,1541,1231,1707,2088,2007,1848,1426,1598
"BFJEKD_11635",171,314,283,655,265,867,699,653,448,324,487
"BFJEKD_11640",54,308,32,19,13,37,30,20,40,24,16
"BFJEKD_11645",110,551,150,179,145,197,207,92,300,176,87
"BFJEKD_11650",1088,2649,6870,4667,23432,1414,1327,753,8833,14057,1114
"BFJEKD_11655",467,789,584,346,1111,1897,1033,1102,308,905,873
"BFJEKD_11690",5106,4489,8092,8197,6112,10129,12806,9104,15859,7179,6664
"BFJEKD_11695",13390,600,3455,537,321,462,338,411,354,3271,629
"BFJEKD_11700",33572,831,6783,1241,719,341,315,682,1175,7030,1122
"BFJEKD_11705",109697,1071,7347,984,770,122,195,1109,722,6994,688
"BFJEKD_11710",44625,900,5650,874,442,143,159,684,753,5252,534
"BFJEKD_11715",15425,367,3330,442,272,81,83,256,440,3096,397
"BFJEKD_11720",13960,396,5766,701,320,72,75,361,514,5222,845
"BFJEKD_11725",9073,207,2444,260,141,53,61,193,206,1935,429
"BFJEKD_11730",5252,370,13070,805,820,61,102,549,474,9512,1531
"BFJEKD_11735",720,133,2238,291,206,65,66,119,310,2475,366
"BFJEKD_11740",283,135,377,155,79,129,140,117,231,529,162
"BFJEKD_11745",1595,462,504,1330,512,479,449,624,1229,563,849
"BFJEKD_11750",149,148,72,168,54,108,114,82,141,100,125
"BFJEKD_11755",56001,368,12722,1371,1266,262,312,3344,987,11847,1815
"BFJEKD_11760",831,665,398,282,192,203,255,519,435,315,453
"BFJEKD_11765",1689,1146,3984,1563,1819,747,978,1080,657,4468,1570
"BFJEKD_11770",903,682,1916,711,1063,466,668,1287,702,2029,1121
"BFJEKD_11775",252,170,720,316,327,100,115,219,388,730,324
"BFJEKD_11780",207,153,380,159,247,59,85,117,121,346,158
"BFJEKD_11785",484,198,1088,574,490,163,176,155,266,1162,471
"BFJEKD_11790",373,179,1554,839,738,222,250,207,195,1274,804
"BFJEKD_11795",2720,183,653,749,422,293,348,365,912,558,360
"BFJEKD_11800",3953,634,9083,5358,5927,3464,4850,7985,1628,6186,2626
"BFJEKD_11805",7746,457,14795,1463,957,350,389,3780,914,10723,1792
"BFJEKD_11810",9529,317,13900,1547,897,308,402,2978,1205,11988,1526
"BFJEKD_11815",15208,532,11621,1036,713,343,314,2536,535,8590,989
"BFJEKD_11820",14007,350,6896,750,437,166,264,1080,562,4911,490
"BFJEKD_11825",186,239,424,268,288,160,119,166,231,480,172
"BFJEKD_11830",206,188,267,221,141,84,141,152,398,230,141
"BFJEKD_11835",953,991,2194,872,1404,431,491,441,847,1577,731
"BFJEKD_11840",122,219,548,221,242,98,114,114,167,444,207
"BFJEKD_11845",59,83,282,156,173,52,50,46,71,253,122
"BFJEKD_11850",103,109,335,138,126,81,54,62,128,239,130
"BFJEKD_11855",80,219,255,170,140,179,208,122,222,197,119
"BFJEKD_11860",45,174,60,71,62,121,108,66,202,59,52
"BFJEKD_11865",6,32,4,1,1,3,2,0,10,1,0
"BFJEKD_11870",30,210,17,45,10,23,40,22,75,16,25
"BFJEKD_11875",9,28,1,5,3,6,2,3,13,6,1
"BFJEKD_11880",13,42,2,3,0,3,11,3,16,2,2
"BFJEKD_11885",42,306,20,25,16,22,32,16,86,16,14
"BFJEKD_11890",68,72,58,80,39,77,101,62,254,63,41
"BFJEKD_11895",957,1623,1473,1975,1323,5158,6514,2997,1799,1296,1737
"BFJEKD_11900",1706,4280,2246,2149,2726,9266,6227,3697,3057,3214,2064
"BFJEKD_11905",1952,3495,2375,3211,2006,1992,2938,3833,9726,1421,2081
"BFJEKD_11910",16,64,9,20,16,49,25,26,12,7,13
"BFJEKD_11915",60,161,15,28,19,41,29,18,55,14,23
"BFJEKD_11920",101,163,51,62,42,138,153,53,105,52,50
"BFJEKD_11925",1011,663,207,390,216,373,558,287,747,212,229
"BFJEKD_11930",10111,4465,997,1713,1491,1002,1681,1728,4617,960,923
"BFJEKD_11935",73,401,64,88,44,164,173,87,206,50,70
"BFJEKD_11940",51,204,92,74,47,99,119,107,217,69,69
"BFJEKD_11945",38,93,66,71,35,66,79,74,171,70,54
"BFJEKD_11950",7875,4748,9372,11835,7202,6235,8278,11797,19987,7397,10017
"BFJEKD_11955",622,994,464,717,402,2152,1297,797,869,510,662
"BFJEKD_11960",324,434,211,245,177,999,703,324,212,334,318
"BFJEKD_11965",276,223,381,398,316,338,581,404,686,378,291
"BFJEKD_11970",728,412,676,1330,681,732,1223,838,2284,899,916
"BFJEKD_11975",1781,2670,2422,2277,2424,4887,5432,3988,3136,2640,1973
"BFJEKD_11980",43,92,27,30,23,185,195,51,63,51,47
"BFJEKD_11985",61,131,496,233,263,441,424,507,211,294,280
"BFJEKD_11990",81,425,189,117,97,247,303,251,213,155,182
"BFJEKD_11995",972,1002,1314,1182,864,2495,3435,4097,1776,1320,2017
"BFJEKD_12000",266,298,472,309,307,838,840,1225,230,536,547
"BFJEKD_12005",293,476,987,428,707,1158,1102,2370,212,1231,1317
"BFJEKD_12010",253,213,891,397,784,437,520,1351,242,1227,1178
"BFJEKD_12015",46,48,136,70,72,74,92,166,29,238,174
"BFJEKD_12020",124,231,407,183,269,272,296,371,381,345,360
"BFJEKD_12025",46,115,160,83,89,80,163,115,140,137,95
"BFJEKD_12030",155,117,262,273,239,227,245,338,190,233,285
"BFJEKD_12035",2431,1701,9136,4969,6046,5409,8208,10991,4476,4955,6876
"BFJEKD_12040",464,670,436,695,284,741,878,542,1359,364,447
"BFJEKD_12045",36,107,38,64,92,31,24,23,110,97,27
"BFJEKD_12050",38,190,125,66,164,71,83,45,207,225,44
"BFJEKD_12055",167,290,165,188,591,99,91,53,384,493,68
"BFJEKD_12060",8,29,3,7,4,8,13,4,14,3,3
"BFJEKD_12065",83,339,77,107,94,75,80,79,169,92,92
"BFJEKD_12070",54,236,57,66,31,56,74,75,134,46,33
"BFJEKD_12075",140,425,140,176,134,302,314,273,320,179,213
"BFJEKD_12080",7,17,6,5,4,7,11,6,7,5,4
"BFJEKD_12085",40,210,12,14,11,27,23,24,38,25,18
"BFJEKD_12090",43,226,34,34,29,53,41,34,68,56,27
"BFJEKD_12095",29,61,59,35,29,30,46,48,73,30,24
"BFJEKD_12100",387,1505,1130,808,1072,1640,1792,1481,1754,931,891
"BFJEKD_12105",41,398,91,110,104,157,201,116,141,128,108
"BFJEKD_12110",238,449,229,240,179,319,380,327,185,317,311
"BFJEKD_12115",57,64,102,82,92,74,138,125,61,116,91
"BFJEKD_12120",735,632,774,1100,939,526,928,854,1912,962,563
"BFJEKD_12125",123,201,143,196,142,186,248,143,322,199,125
"BFJEKD_12130",167,188,321,365,268,285,447,401,738,331,235
"BFJEKD_12135",343,366,694,589,567,676,926,583,1584,920,626
"BFJEKD_12140",67,138,250,227,237,224,245,254,517,276,170
"BFJEKD_12145",284,406,154,240,144,466,462,285,267,239,200
"BFJEKD_12150",1016,566,397,579,492,432,500,622,584,707,539
"BFJEKD_12155",9286,233,232,263,321,162,202,131,273,340,501
"BFJEKD_12160",16379,179,246,190,504,105,108,109,217,431,447
"BFJEKD_12165",11089,180,116,179,194,136,151,117,353,188,182
"BFJEKD_12170",5937,83,133,161,145,108,204,230,167,146,211
"BFJEKD_12175",100,280,141,223,481,101,127,99,387,501,99
"BFJEKD_12180",52,253,45,50,35,48,72,29,121,73,48
"BFJEKD_12185",58,261,58,64,44,32,46,30,106,46,38
"BFJEKD_12190",720,765,506,894,349,446,465,386,1051,403,747
"BFJEKD_12195",101,255,90,87,69,155,122,136,82,105,151
"BFJEKD_12200",270,299,1228,753,959,1165,1191,2002,433,1172,1271
"BFJEKD_12205",609,1077,5514,2531,2844,5089,7319,5319,1159,3276,4196
"BFJEKD_12210",635,1353,2868,1786,1856,3568,7054,4462,976,1998,2023
"BFJEKD_12215",365,339,379,238,299,418,531,430,374,205,234
"BFJEKD_12220",312,314,219,172,155,307,412,265,187,141,132
"BFJEKD_12225",65,58,50,26,29,91,66,44,58,36,11
"BFJEKD_12230",1414,2151,891,277,1089,4007,2890,2937,386,459,300
"BFJEKD_12235",601,663,194,106,254,1247,1122,924,61,169,83
"BFJEKD_12240",746,746,218,87,201,1021,1144,943,62,93,122
"BFJEKD_12245",1459,1708,331,149,322,1221,1745,1342,79,183,185
"BFJEKD_12250",114,179,100,92,186,206,160,112,168,167,72
"BFJEKD_12255",329,582,536,653,834,1616,1130,782,749,1001,628
"BFJEKD_12260",93,340,193,192,371,355,216,139,340,304,94
"BFJEKD_12265",158,478,283,355,148,664,770,261,916,224,235
"BFJEKD_12270",136,348,129,152,70,199,243,121,320,157,105
"BFJEKD_12275",87,353,104,164,118,132,144,78,203,109,101
"BFJEKD_12280",103,134,221,209,297,214,231,166,180,379,126
"BFJEKD_12285",40,298,101,95,66,96,97,74,60,167,63
"BFJEKD_12290",753,1376,839,1269,889,704,853,625,3331,1181,708
"BFJEKD_12295",563,1435,201,284,188,310,276,172,634,200,193
"BFJEKD_12300",873,1589,48,64,31,247,146,69,239,31,56
"BFJEKD_12305",4643,4903,1447,2380,1412,2390,3472,1530,3230,1247,1145
"BFJEKD_12310",280,536,565,443,337,264,422,550,803,350,367
"BFJEKD_12315",3694,10422,767,529,764,1015,666,1388,405,1078,1651
"BFJEKD_12320",12174,20514,5025,3031,4666,1773,1555,3128,1337,6861,9328
"BFJEKD_12325",27085,59389,8922,5657,8405,5082,5115,7216,3504,10886,17478
"BFJEKD_12330",28607,54516,5096,3938,4936,2526,3240,3674,3572,6350,9981
"BFJEKD_12335",126023,155943,23912,16074,21695,6253,8700,16432,11630,28853,58313
"BFJEKD_12340",509,583,747,673,910,454,618,632,1451,754,473
"BFJEKD_12345",152,558,159,275,103,301,314,159,350,174,220
"BFJEKD_12350",444,389,136,623,166,113,118,158,606,215,301
"BFJEKD_12355",1160,1574,366,1051,563,425,371,465,1228,652,553
"BFJEKD_12360",489,905,162,262,265,260,274,258,457,342,184
"BFJEKD_12365",241,873,122,143,273,378,237,213,165,159,137
"BFJEKD_12370",798,1939,188,358,268,678,738,599,268,286,266
"BFJEKD_12375",87,300,78,126,50,110,119,62,120,66,113
"BFJEKD_12380",934,1794,825,1124,833,437,530,474,1834,801,934
"BFJEKD_12385",113,282,168,151,163,78,90,117,258,160,170
"BFJEKD_12390",60,90,111,76,80,28,29,69,67,84,81
"BFJEKD_12395",209,182,225,201,166,74,99,171,261,199,239
"BFJEKD_12400",73,94,96,108,82,26,40,86,103,100,80
"BFJEKD_12405",53,90,55,63,40,25,39,48,84,57,69
"BFJEKD_12410",164,218,145,161,103,50,66,107,193,98,116
"BFJEKD_12415",66,109,47,85,38,26,47,45,115,49,54
"BFJEKD_12420",42,56,32,48,37,25,29,33,67,28,39
"BFJEKD_12425",15,28,28,30,10,8,14,23,22,23,14
"BFJEKD_12430",65,89,49,62,46,27,31,55,68,36,46
"BFJEKD_12435",451,426,518,394,411,188,239,559,430,423,466
"BFJEKD_12440",42,34,75,67,48,38,55,90,96,61,95
"BFJEKD_12445",105,147,157,99,120,65,61,195,68,141,131
"BFJEKD_12450",447,1592,1193,2899,957,2724,4363,1941,19633,2226,2045
"BFJEKD_12455",252,1402,608,943,509,3090,3161,1618,4363,770,841
"BFJEKD_12460",84,398,332,336,225,899,704,613,2006,308,278
"BFJEKD_12465",224,446,210,208,230,346,348,197,352,216,149
"BFJEKD_12470",508,530,203,348,197,307,556,310,707,228,180
"BFJEKD_12475",1516,825,560,1113,490,836,1739,1074,2851,738,657
"BFJEKD_12480",55,657,247,97,212,114,132,125,142,174,113
"BFJEKD_12485",47,1536,28,42,5,29,23,13,48,13,24
"BFJEKD_12490",195,1772,66,122,61,108,89,66,292,64,79
"BFJEKD_12495",500,943,192,471,96,169,194,139,811,174,330
"BFJEKD_12500",423,687,204,339,164,192,163,307,187,208,294
"BFJEKD_12505",209,238,104,132,124,212,208,174,240,143,108
"BFJEKD_12510",956,2050,4230,5034,1410,2774,4416,6097,3911,1667,6365
"BFJEKD_12515",1033,789,257863,375206,246470,65363,162490,700382,809325,128126,575461
"BFJEKD_12520",286,476,343265,389181,197166,63245,148172,729200,614643,147633,922983
"BFJEKD_12525",4984,1251,19767,49305,19655,13073,17961,25760,112737,14428,32745
"BFJEKD_12530",593,413,2505,4299,2237,3427,3682,3061,8611,2182,3369
"BFJEKD_12535",459,647,3116,2407,3022,3181,2742,3251,2556,2931,3507
"BFJEKD_12540",398,385,1853,1845,1579,932,880,2125,1684,1980,2881
"BFJEKD_12545",759,969,5681,3637,4351,1695,2305,5426,3338,4141,6840
"BFJEKD_12550",2624,3974,3990,3155,2637,2997,5577,6320,3696,2762,3289
"BFJEKD_12555",178,444,1355,691,827,749,928,1391,772,835,701
"BFJEKD_12560",452,621,1452,1055,1556,761,523,1178,468,1743,1374
"BFJEKD_12565",185,443,602,425,734,1648,792,757,369,1123,461
"BFJEKD_12570",459,1492,1820,1107,2003,6376,5149,3166,964,1453,1079
"BFJEKD_12575",1336,4185,259,322,187,3825,2767,3110,275,196,244
"BFJEKD_12580",5302,2967,5552,3068,2048,63492,49203,102052,1202,2228,2615
"BFJEKD_12585",11025,9993,61693,20258,43682,4006,8158,23606,9216,43208,45890
"BFJEKD_12590",2782,3244,14035,5632,10848,1088,2090,5647,2854,12141,12424
"BFJEKD_12595",381,511,2041,1040,1357,167,290,1004,535,1858,1706
"BFJEKD_12600",479,843,2623,1215,1763,273,467,1274,587,1837,2228
"BFJEKD_12605",312,529,2103,972,1315,206,326,913,535,1786,1913
"BFJEKD_12610",1182,2011,8054,3218,5370,692,1242,3210,1728,5697,6450
"BFJEKD_12615",636,845,3803,1903,2428,352,579,1775,1159,3229,3234
"BFJEKD_12620",942,1309,4733,2399,3994,590,796,2964,1138,4323,4334
"BFJEKD_12625",1559,2614,9936,4377,6468,1172,2016,5975,2400,7739,8799
"BFJEKD_12630",558,926,2580,1538,1593,513,703,1887,766,2310,2909
"BFJEKD_12635",1171,1524,5312,2869,3408,930,1168,4383,1822,4085,5085
"BFJEKD_12640",1394,1958,4278,2878,2676,1261,1650,4003,1974,4220,3842
"BFJEKD_12645",2267,3536,6475,4821,5258,3700,3518,7340,4206,6576,6471
"BFJEKD_12650",1171,2202,2165,1469,1592,1395,2347,4039,1467,2205,2689
"BFJEKD_12655",2028,3526,2376,2209,1850,1470,2927,4028,1724,2301,2896
"BFJEKD_12660",2595,4160,3104,4406,2466,1529,3040,3908,5171,3269,3912
"BFJEKD_12670",131,165,279,351,245,271,382,378,375,262,324
"BFJEKD_12675",728,997,1795,1524,1579,1014,1433,2176,1606,1633,1538
"BFJEKD_12680",176,121,138,181,159,98,91,149,85,180,326
"BFJEKD_12685",306,198,348,354,321,158,239,266,245,244,455
"BFJEKD_12690",99,57,30,130,19,26,39,24,75,66,105
"BFJEKD_12695",1495,333,2986,25574,3176,1339,1953,2173,13113,1783,12001
"BFJEKD_12700",3542,1040,7463,77758,8423,2747,4559,6831,32291,5112,37977
"BFJEKD_12705",857,303,1920,14911,1955,564,888,2002,5681,1183,8175
"BFJEKD_12710",300,206,1357,7665,1272,422,791,1675,1497,835,7295
"BFJEKD_12715",110,121,682,2146,728,264,197,1087,471,543,4556
"BFJEKD_12720",133,181,584,1227,597,222,310,608,752,560,1406
"BFJEKD_12725",824,260,1276,1720,1068,453,638,1476,801,1070,2623
"BFJEKD_12730",2366,582,1983,1422,1466,1285,1667,2897,2170,1470,1451
"BFJEKD_12735",13,18,37,24,28,28,19,21,41,21,19
"BFJEKD_12740",5779,5865,2658,4256,3494,1974,3013,4839,3262,4205,5138
"BFJEKD_12745",5675,5693,2684,3216,3722,1911,2513,5056,1943,4124,5503
"BFJEKD_12755",200,177,279,740,229,434,436,624,452,301,533
"BFJEKD_12760",2964,4959,2633,2975,2532,4179,5504,8105,2531,2463,4026
"BFJEKD_12765",1084,1315,1038,640,644,887,1325,1051,949,612,723
"BFJEKD_12770",803,483,79,265,107,89,130,80,221,133,168
"BFJEKD_12775",2447,1380,206,847,365,109,247,149,906,525,525
"BFJEKD_12780",13,26,37,34,48,27,45,85,31,43,31
"BFJEKD_12785",104,252,218,235,524,153,132,2418,319,479,183
"BFJEKD_12790",34,81,48,38,101,33,16,248,57,76,19
"BFJEKD_12795",52,159,59,63,94,59,44,287,102,104,54
"BFJEKD_12800",137,163,145,183,265,111,146,1961,311,251,99
"BFJEKD_12805",112,186,125,160,129,67,105,1508,152,155,80
"BFJEKD_12810",175,281,216,211,204,137,151,2792,177,260,247
"BFJEKD_12815",332,431,502,365,364,345,527,717,552,392,341
"BFJEKD_12820",133,213,278,337,209,356,481,353,451,339,283
"BFJEKD_12825",773,1765,1237,891,1043,1064,1755,1482,1247,1081,892
"BFJEKD_12830",983,1352,618,712,493,607,1092,903,1069,620,644
"BFJEKD_12835",301,234,885,889,703,769,808,872,657,1105,969
"BFJEKD_12840",1479,738,3964,3274,3636,2170,3140,4553,3462,4364,3117
"BFJEKD_12845",79,131,65,193,65,146,122,104,133,90,146
"BFJEKD_12850",308,808,429,754,283,820,1247,1293,887,360,520
"BFJEKD_12855",7242,10132,7734,9401,5816,16374,29504,19579,28365,4885,5521
"BFJEKD_12860",950,797,1024,2252,913,1669,3215,1907,7937,1004,813
"BFJEKD_12865",1588,1323,3015,2815,2964,2957,5197,2606,6263,2428,1769
"BFJEKD_12870",505,560,1262,1157,1069,1074,2089,1228,2763,918,570
"BFJEKD_12875",155,34,86,190,100,139,228,107,530,109,67
"BFJEKD_12880",92,62,136,170,100,186,270,132,323,122,95
"BFJEKD_12885",869,564,1848,1468,1676,2585,3102,2018,2334,1485,1228
"BFJEKD_12890",143,115,312,307,309,276,365,304,400,304,300
"BFJEKD_12895",877,457,1507,1556,1546,577,883,1218,1552,1679,1565
"BFJEKD_12900",488,252,1335,1227,1786,834,669,1087,1055,1591,1220
"BFJEKD_12905",733,348,2956,1972,4410,2143,2263,3100,1260,3290,2810
"BFJEKD_12910",7960,1875,30442,17635,27013,5179,7508,11527,14243,22890,27035
"BFJEKD_12915",426,843,1676,973,2443,3034,2559,1493,1605,1799,739
"BFJEKD_12920",192,446,289,210,240,402,320,227,321,312,240
"BFJEKD_12925",298,231,381,235,486,409,300,237,225,533,194
"BFJEKD_12930",638,682,993,480,1420,1068,963,715,414,1108,443
"BFJEKD_12935",300,318,497,425,790,894,838,413,629,691,312
"BFJEKD_12940",344,734,403,395,463,571,930,4061,709,364,453
"BFJEKD_12945",666,592,545,1114,701,589,938,3763,1906,541,782
"BFJEKD_12950",848,1343,648,574,723,711,1347,6905,1074,548,631
"BFJEKD_12955",88,388,506,277,645,1194,797,632,309,733,379
"BFJEKD_12960",16,40,102,63,105,87,42,110,36,125,95
"BFJEKD_12965",159,185,2550,1257,2551,807,878,1832,414,2934,2570
"BFJEKD_12970",305,197,3508,1667,4081,1411,1461,2436,756,3964,2891
"BFJEKD_12975",854,600,7700,3624,9647,3630,4484,6482,1838,8175,5459
"BFJEKD_12980",8000,4831,57372,20769,60758,20520,24309,44356,10713,43068,38851
"BFJEKD_12985",101,258,473,359,424,508,525,340,284,528,292
"BFJEKD_12990",24826,21789,74344,60933,57715,40053,82787,74912,88316,77392,48442
"BFJEKD_12995",117280,310378,15147,18525,11870,32059,28841,11944,65740,11567,13581
"BFJEKD_13000",3791,2326,2019,1622,1808,1276,1466,1838,2243,1701,1760
"BFJEKD_13005",4071,1072,217,211,226,297,323,338,436,218,167
"BFJEKD_13010",331,590,165,239,113,357,363,214,461,142,162
"BFJEKD_13015",5987,6555,6108,8619,4729,8989,10985,8283,8582,5360,8800
"BFJEKD_13020",1175,1190,740,657,650,1406,1251,1045,834,734,667
"BFJEKD_13025",1437,433,3282,4049,3867,3358,7400,2523,6520,3103,2450
"BFJEKD_13030",372,372,409,483,524,408,687,671,693,497,381
"BFJEKD_13035",180,214,194,324,201,436,579,722,462,248,426
"BFJEKD_13040",353,223,642,781,614,893,1172,2170,1069,563,769
"BFJEKD_13045",48,53,37,86,36,141,160,152,141,56,60
"BFJEKD_13050",146,128,84,141,98,629,327,473,423,124,65
"BFJEKD_13055",15722,5096,1829,9255,2905,1058,2113,5390,56204,1326,4794
"BFJEKD_13060",1213,1037,3114,2793,2784,2313,2567,2332,3277,3447,2114
"BFJEKD_13065",732,2359,983,1520,726,2900,3197,1560,3044,1147,1111
"BFJEKD_13070",42,145,62,75,50,265,254,142,70,74,100
"BFJEKD_13075",262,322,408,505,304,683,885,676,550,337,540
"BFJEKD_13080",386,285,317,275,188,232,256,725,325,186,257
"BFJEKD_13085",1904,385,3419,2387,2146,421,1002,2336,1688,3316,2080
"BFJEKD_13090",2815,489,1062,8067,1165,1650,3531,6038,1435,1616,1789
"BFJEKD_13095",207,224,663,592,435,311,474,411,810,513,618
"BFJEKD_13100",24,40,56,90,50,156,130,88,106,99,45
"BFJEKD_13105",1557,2381,4566,5589,4379,10600,10452,6094,18279,6238,3696
"BFJEKD_13110",781,867,1120,1680,776,1250,2311,1567,1788,927,1218
"BFJEKD_13115",3117,2385,3525,4743,2590,3186,4645,4519,4798,2538,3353
"BFJEKD_13120",6526,9066,7897,9152,7604,3133,4339,4440,23145,5976,6610
"BFJEKD_13125",320935,830300,63340,53046,34324,28887,51680,66731,148446,34424,63284
"BFJEKD_13130",10400,5969,6453,6469,8159,6239,8967,10291,5526,8176,6676
"BFJEKD_13135",2198,3473,3005,3792,2360,2933,6487,4797,4480,2729,3052
"BFJEKD_13140",2016,3177,2269,2692,1719,2604,5556,3725,3240,1889,2248
"BFJEKD_13145",26,126,16,24,26,249,165,66,76,38,18
"BFJEKD_13150",63,341,97,108,150,824,287,165,200,148,60
"BFJEKD_13155",988,893,1304,1150,1065,1316,2339,2135,1307,1010,1023
"BFJEKD_13160",363,317,289,1384,336,470,558,487,1033,338,722
"BFJEKD_13165",366,496,526,884,1872,232,225,176,1439,1275,153
"BFJEKD_13170",2149,5300,5789,5163,4754,3947,4004,3886,3880,3507,5033
"BFJEKD_13175",3912,5045,1990,2648,1756,1929,2922,3572,3272,2088,2755
"BFJEKD_13180",42,70,58,144,72,93,149,92,258,140,80
"BFJEKD_13185",7250,1846,8945,13849,7786,1936,2784,7214,3559,4153,12770
"BFJEKD_13190",1359,266,1750,3980,1571,377,582,1420,782,1107,3464
"BFJEKD_13195",501,247,915,1718,792,376,463,829,641,695,1755
"BFJEKD_13200",113,191,220,217,104,174,345,294,365,212,222
"BFJEKD_13205",226,102,318,604,109,59,223,292,372,220,507
"BFJEKD_13210",263,89,660,849,251,128,484,624,184,280,1059
"BFJEKD_13215",42,40,88,134,31,99,172,227,68,48,335
"BFJEKD_13220",666,354,267,428,226,348,519,471,853,261,264
"BFJEKD_13225",408,204,73,236,62,173,211,149,494,121,130
"BFJEKD_13230",455,1183,1272,812,1360,960,1116,1042,720,1571,734
"BFJEKD_13235",385,639,640,348,817,509,347,449,227,1066,339
"BFJEKD_13240",904,1219,1707,705,1627,407,402,540,440,1949,549
"BFJEKD_13245",735,1230,1321,617,990,270,409,255,376,1365,552
"BFJEKD_13250",2004001,197425,206591,432216,163739,348906,673925,178293,1182296,129478,149037
"BFJEKD_13255",3591,2736,9803,9106,8360,5797,8374,11426,9961,8938,7999
"BFJEKD_13260",814,1529,1402,1604,1639,4559,4321,2308,1705,2653,1022
"BFJEKD_13265",491,997,390,422,808,1128,590,1002,214,664,908
"BFJEKD_13270",3114,4112,2307,2432,2700,4404,4823,5262,719,2283,4029
"BFJEKD_13275",7045,10820,5081,5635,4992,6236,8666,5622,10206,5337,3682
"BFJEKD_13280",116,468,105,111,228,961,462,260,106,188,100
"BFJEKD_13285",179,1079,483,564,866,2753,1812,1000,997,887,340
"BFJEKD_13290",143,974,241,210,237,569,430,215,708,255,153
"BFJEKD_13295",1724,14915,3399,2248,2157,3384,3908,2214,7945,1944,1941
"BFJEKD_13300",668,2385,1591,917,1396,1557,1979,1920,711,1224,991
"BFJEKD_13305",25,52,135,84,89,79,147,125,40,86,71
